wave,posterior,var,xwaveid
-6,0,losathl,0100721
-5,0,losathl,0100721
-4,0,losathl,0100721
-3,0.0489,losathl,0100721
-2,0.0529,losathl,0100721
-1,0.0421,losathl,0100721
0,0.053,losathl,0100721
1,0.0476,losathl,0100721
2,0.0789,losathl,0100721
3,0.0493,losathl,0100721
4,0.0479,losathl,0100721
5,0.0409,losathl,0100721
6,0.0579,losathl,0100721
7,0,losathl,0100721
8,0,losathl,0100721
-6,0,losatlc,0100721
-5,0,losatlc,0100721
-4,0,losatlc,0100721
-3,0.049,losatlc,0100721
-2,0.0458,losatlc,0100721
-1,0.0406,losatlc,0100721
0,0.0424,losatlc,0100721
1,0.0367,losatlc,0100721
2,0.0694,losatlc,0100721
3,0.0395,losatlc,0100721
4,0.0449,losatlc,0100721
5,0.0755,losatlc,0100721
6,0.0478,losatlc,0100721
7,0,losatlc,0100721
8,0,losatlc,0100721
-6,0,losatnl,0100721
-5,0,losatnl,0100721
-4,0,losatnl,0100721
-3,0.1472,losatnl,0100721
-2,0.2772,losatnl,0100721
-1,0.0627,losatnl,0100721
0,0.1728,losatnl,0100721
1,0.0848,losatnl,0100721
2,0.0981,losatnl,0100721
3,0.2026,losatnl,0100721
4,0.0669,losatnl,0100721
5,0.1134,losatnl,0100721
6,0.1204,losatnl,0100721
7,0,losatnl,0100721
8,0,losatnl,0100721
-6,0,losatsf,0100721
-5,0,losatsf,0100721
-4,0,losatsf,0100721
-3,0.0301,losatsf,0100721
-2,0.0199,losatsf,0100721
-1,0.0279,losatsf,0100721
0,0.0216,losatsf,0100721
1,0.0233,losatsf,0100721
2,0.0264,losatsf,0100721
3,0.0294,losatsf,0100721
4,0.0203,losatsf,0100721
5,0.0239,losatsf,0100721
6,0.027,losatsf,0100721
7,0,losatsf,0100721
8,0,losatsf,0100721
-6,0,losatyh,0100721
-5,0,losatyh,0100721
-4,0,losatyh,0100721
-3,0.0377,losatyh,0100721
-2,0.0333,losatyh,0100721
-1,0.0394,losatyh,0100721
0,0.0354,losatyh,0100721
1,0.0282,losatyh,0100721
2,0.0293,losatyh,0100721
3,0.0379,losatyh,0100721
4,0.0327,losatyh,0100721
5,0.1421,losatyh,0100721
6,0.0944,losatyh,0100721
7,0,losatyh,0100721
8,0,losatyh,0100721
-6,0,lssupac,0100721
-5,0,lssupac,0100721
-4,0,lssupac,0100721
-3,0.1867,lssupac,0100721
-2,0.0347,lssupac,0100721
-1,0.0444,lssupac,0100721
0,0.022,lssupac,0100721
1,0.021,lssupac,0100721
2,0.0151,lssupac,0100721
3,0.0143,lssupac,0100721
4,0.0112,lssupac,0100721
5,0.0128,lssupac,0100721
6,0.0163,lssupac,0100721
7,0,lssupac,0100721
8,0,lssupac,0100721
-6,0,lssuplt,0100721
-5,0,lssuplt,0100721
-4,0,lssuplt,0100721
-3,0.0588,lssuplt,0100721
-2,0.0316,lssuplt,0100721
-1,0.0155,lssuplt,0100721
0,0.0133,lssuplt,0100721
1,0.0042,lssuplt,0100721
2,0.009,lssuplt,0100721
3,0.0076,lssuplt,0100721
4,0.0047,lssuplt,0100721
5,0.006,lssuplt,0100721
6,0.0074,lssuplt,0100721
7,0,lssuplt,0100721
8,0,lssuplt,0100721
-6,0,lssupnh,0100721
-5,0,lssupnh,0100721
-4,0,lssupnh,0100721
-3,0.1543,lssupnh,0100721
-2,0.098,lssupnh,0100721
-1,0.0407,lssupnh,0100721
0,0.0811,lssupnh,0100721
1,0.0518,lssupnh,0100721
2,0.0419,lssupnh,0100721
3,0.0444,lssupnh,0100721
4,0.0306,lssupnh,0100721
5,0.036,lssupnh,0100721
6,0.0319,lssupnh,0100721
7,0,lssupnh,0100721
8,0,lssupnh,0100721
-6,0,lssupvl,0100721
-5,0,lssupvl,0100721
-4,0,lssupvl,0100721
-3,0.0029,lssupvl,0100721
-2,0.001,lssupvl,0100721
-1,0.0015,lssupvl,0100721
0,0.0011,lssupvl,0100721
1,6e-4,lssupvl,0100721
2,9e-4,lssupvl,0100721
3,2e-4,lssupvl,0100721
4,7e-4,lssupvl,0100721
5,0.001,lssupvl,0100721
6,5e-4,lssupvl,0100721
7,0,lssupvl,0100721
8,0,lssupvl,0100721
-6,0,ghmh,0100861
-5,0,ghmh,0100861
-4,0,ghmh,0100861
-3,0.023,ghmh,0100861
-2,0.0205,ghmh,0100861
-1,0.0253,ghmh,0100861
0,0.0212,ghmh,0100861
1,0.0209,ghmh,0100861
2,0.0202,ghmh,0100861
3,0.0207,ghmh,0100861
4,0.024,ghmh,0100861
5,0.0265,ghmh,0100861
6,0.0229,ghmh,0100861
7,0,ghmh,0100861
8,0,ghmh,0100861
-6,0,losat,0100861
-5,0,losat,0100861
-4,0,losat,0100861
-3,0.1339,losat,0100861
-2,0.1563,losat,0100861
-1,0.10780000000000001,losat,0100861
0,0.1556,losat,0100861
1,0.1094,losat,0100861
2,0.0777,losat,0100861
3,0.5147,losat,0100861
4,0.182,losat,0100861
5,0.1288,losat,0100861
6,0.1401,losat,0100861
7,0,losat,0100861
8,0,losat,0100861
-6,0,losateo,0100861
-5,0,losateo,0100861
-4,0,losateo,0100861
-3,0.0855,losateo,0100861
-2,0.0554,losateo,0100861
-1,0.0719,losateo,0100861
0,0.0641,losateo,0100861
1,0.0699,losateo,0100861
2,0.0507,losateo,0100861
3,0.0802,losateo,0100861
4,0.0822,losateo,0100861
5,0.1316,losateo,0100861
6,0.0582,losateo,0100861
7,0,losateo,0100861
8,0,losateo,0100861
-6,0,losatfs,0100861
-5,0,losatfs,0100861
-4,0,losatfs,0100861
-3,0.3267,losatfs,0100861
-2,0.1024,losatfs,0100861
-1,0.4092,losatfs,0100861
0,0.2585,losatfs,0100861
1,0.1569,losatfs,0100861
2,0.1436,losatfs,0100861
3,0.1336,losatfs,0100861
4,0.1152,losatfs,0100861
5,0.1207,losatfs,0100861
6,0.1534,losatfs,0100861
7,0,losatfs,0100861
8,0,losatfs,0100861
-6,0,losatft,0100861
-5,0,losatft,0100861
-4,0,losatft,0100861
-3,0.1077,losatft,0100861
-2,0.1181,losatft,0100861
-1,0.0797,losatft,0100861
0,0.0937,losatft,0100861
1,0.0656,losatft,0100861
2,0.0775,losatft,0100861
3,0.0747,losatft,0100861
4,0.1024,losatft,0100861
5,0.0694,losatft,0100861
6,0.1415,losatft,0100861
7,0,losatft,0100861
8,0,losatft,0100861
-6,0,losathl,0100861
-5,0,losathl,0100861
-4,0,losathl,0100861
-3,0.0228,losathl,0100861
-2,0.0219,losathl,0100861
-1,0.0226,losathl,0100861
0,0.017,losathl,0100861
1,0.023,losathl,0100861
2,0.0338,losathl,0100861
3,0.0201,losathl,0100861
4,0.0448,losathl,0100861
5,0.0439,losathl,0100861
6,0.0275,losathl,0100861
7,0,losathl,0100861
8,0,losathl,0100861
-6,0,losatlc,0100861
-5,0,losatlc,0100861
-4,0,losatlc,0100861
-3,0.017,losatlc,0100861
-2,0.0145,losatlc,0100861
-1,0.0109,losatlc,0100861
0,0.0079,losatlc,0100861
1,0.0097,losatlc,0100861
2,0.0121,losatlc,0100861
3,0.0203,losatlc,0100861
4,0.0152,losatlc,0100861
5,0.0141,losatlc,0100861
6,0.0161,losatlc,0100861
7,0,losatlc,0100861
8,0,losatlc,0100861
-6,0,losatnl,0100861
-5,0,losatnl,0100861
-4,0,losatnl,0100861
-3,0.0272,losatnl,0100861
-2,0.0261,losatnl,0100861
-1,0.0262,losatnl,0100861
0,0.0249,losatnl,0100861
1,0.031,losatnl,0100861
2,0.0472,losatnl,0100861
3,0.0493,losatnl,0100861
4,0.0159,losatnl,0100861
5,0.0301,losatnl,0100861
6,0.0215,losatnl,0100861
7,0,losatnl,0100861
8,0,losatnl,0100861
-6,0,losatsf,0100861
-5,0,losatsf,0100861
-4,0,losatsf,0100861
-3,0.1365,losatsf,0100861
-2,0.042,losatsf,0100861
-1,0.2928,losatsf,0100861
0,0.1016,losatsf,0100861
1,0.2055,losatsf,0100861
2,0.0908,losatsf,0100861
3,0.1482,losatsf,0100861
4,0.0938,losatsf,0100861
5,0.4138,losatsf,0100861
6,0.1592,losatsf,0100861
7,0,losatsf,0100861
8,0,losatsf,0100861
-6,0,losatyh,0100861
-5,0,losatyh,0100861
-4,0,losatyh,0100861
-3,0.0537,losatyh,0100861
-2,0.0429,losatyh,0100861
-1,0.0476,losatyh,0100861
0,0.0489,losatyh,0100861
1,0.0533,losatyh,0100861
2,0.0481,losatyh,0100861
3,0.0446,losatyh,0100861
4,0.046,losatyh,0100861
5,0.0434,losatyh,0100861
6,0.0624,losatyh,0100861
7,0,losatyh,0100861
8,0,losatyh,0100861
-6,0,lssupac,0100861
-5,0,lssupac,0100861
-4,0,lssupac,0100861
-3,0.0355,lssupac,0100861
-2,0.0324,lssupac,0100861
-1,0.0221,lssupac,0100861
0,0.0471,lssupac,0100861
1,0.0233,lssupac,0100861
2,0.0284,lssupac,0100861
3,0.0373,lssupac,0100861
4,0.0231,lssupac,0100861
5,0.0275,lssupac,0100861
6,0.0342,lssupac,0100861
7,0,lssupac,0100861
8,0,lssupac,0100861
-6,0,lssuplt,0100861
-5,0,lssuplt,0100861
-4,0,lssuplt,0100861
-3,0.0954,lssuplt,0100861
-2,0.0507,lssuplt,0100861
-1,0.0905,lssuplt,0100861
0,0.0646,lssuplt,0100861
1,0.0674,lssuplt,0100861
2,0.0736,lssuplt,0100861
3,0.0808,lssuplt,0100861
4,0.0728,lssuplt,0100861
5,0.0625,lssuplt,0100861
6,0.1239,lssuplt,0100861
7,0,lssuplt,0100861
8,0,lssuplt,0100861
-6,0,lssupnh,0100861
-5,0,lssupnh,0100861
-4,0,lssupnh,0100861
-3,0.1147,lssupnh,0100861
-2,0.113,lssupnh,0100861
-1,0.0835,lssupnh,0100861
0,0.0719,lssupnh,0100861
1,0.0849,lssupnh,0100861
2,0.0808,lssupnh,0100861
3,0.0973,lssupnh,0100861
4,0.0538,lssupnh,0100861
5,0.2526,lssupnh,0100861
6,0.1453,lssupnh,0100861
7,0,lssupnh,0100861
8,0,lssupnh,0100861
-6,0,lssupvl,0100861
-5,0,lssupvl,0100861
-4,0,lssupvl,0100861
-3,0.0016,lssupvl,0100861
-2,0.0028,lssupvl,0100861
-1,0.0029,lssupvl,0100861
0,0.0017,lssupvl,0100861
1,0.0039,lssupvl,0100861
2,0.0029,lssupvl,0100861
3,0.004,lssupvl,0100861
4,0.0026,lssupvl,0100861
5,0.0024,lssupvl,0100861
6,5e-4,lssupvl,0100861
7,0,lssupvl,0100861
8,0,lssupvl,0100861
-6,0,ghmh,0101694
-5,0,ghmh,0101694
-4,0,ghmh,0101694
-3,0.0399,ghmh,0101694
-2,0.034,ghmh,0101694
-1,0.0268,ghmh,0101694
0,0.0726,ghmh,0101694
1,0.0834,ghmh,0101694
2,0.1,ghmh,0101694
3,0.1013,ghmh,0101694
4,0.2027,ghmh,0101694
5,0.0715,ghmh,0101694
6,0.0982,ghmh,0101694
7,0,ghmh,0101694
8,0,ghmh,0101694
-6,0,losat,0101694
-5,0,losat,0101694
-4,0,losat,0101694
-3,0.1303,losat,0101694
-2,0.2482,losat,0101694
-1,0.0714,losat,0101694
0,0.088,losat,0101694
1,0.0759,losat,0101694
2,0.0731,losat,0101694
3,0.092,losat,0101694
4,0.0926,losat,0101694
5,0.0721,losat,0101694
6,0.1977,losat,0101694
7,0,losat,0101694
8,0,losat,0101694
-6,0,losateo,0101694
-5,0,losateo,0101694
-4,0,losateo,0101694
-3,0.0533,losateo,0101694
-2,0.045,losateo,0101694
-1,0.0521,losateo,0101694
0,0.036,losateo,0101694
1,0.0396,losateo,0101694
2,0.0337,losateo,0101694
3,0.0435,losateo,0101694
4,0.0421,losateo,0101694
5,0.0368,losateo,0101694
6,0.0515,losateo,0101694
7,0,losateo,0101694
8,0,losateo,0101694
-6,0,losatfs,0101694
-5,0,losatfs,0101694
-4,0,losatfs,0101694
-3,0.0136,losatfs,0101694
-2,0.0083,losatfs,0101694
-1,0.015,losatfs,0101694
0,0.0159,losatfs,0101694
1,0.0084,losatfs,0101694
2,0.0135,losatfs,0101694
3,0.0137,losatfs,0101694
4,0.0126,losatfs,0101694
5,0.013,losatfs,0101694
6,0.0102,losatfs,0101694
7,0,losatfs,0101694
8,0,losatfs,0101694
-6,0,losatft,0101694
-5,0,losatft,0101694
-4,0,losatft,0101694
-3,0.0476,losatft,0101694
-2,0.0553,losatft,0101694
-1,0.0462,losatft,0101694
0,0.0683,losatft,0101694
1,0.0301,losatft,0101694
2,0.0654,losatft,0101694
3,0.0411,losatft,0101694
4,0.0947,losatft,0101694
5,0.0515,losatft,0101694
6,0.1265,losatft,0101694
7,0,losatft,0101694
8,0,losatft,0101694
-6,0,losathl,0101694
-5,0,losathl,0101694
-4,0,losathl,0101694
-3,0.1025,losathl,0101694
-2,0.0781,losathl,0101694
-1,0.1009,losathl,0101694
0,0.0874,losathl,0101694
1,0.0898,losathl,0101694
2,0.1178,losathl,0101694
3,0.1165,losathl,0101694
4,0.1816,losathl,0101694
5,0.0261,losathl,0101694
6,0.3871,losathl,0101694
7,0,losathl,0101694
8,0,losathl,0101694
-6,0,losatlc,0101694
-5,0,losatlc,0101694
-4,0,losatlc,0101694
-3,0.0775,losatlc,0101694
-2,0.0661,losatlc,0101694
-1,0.1031,losatlc,0101694
0,0.0452,losatlc,0101694
1,0.0546,losatlc,0101694
2,0.055,losatlc,0101694
3,0.0466,losatlc,0101694
4,0.0629,losatlc,0101694
5,0.0472,losatlc,0101694
6,0.1338,losatlc,0101694
7,0,losatlc,0101694
8,0,losatlc,0101694
-6,0,losatnl,0101694
-5,0,losatnl,0101694
-4,0,losatnl,0101694
-3,0.0517,losatnl,0101694
-2,0.0361,losatnl,0101694
-1,0.0364,losatnl,0101694
0,0.058,losatnl,0101694
1,0.0481,losatnl,0101694
2,0.0655,losatnl,0101694
3,0.0645,losatnl,0101694
4,0.158,losatnl,0101694
5,0.0179,losatnl,0101694
6,0.077,losatnl,0101694
7,0,losatnl,0101694
8,0,losatnl,0101694
-6,0,losatsf,0101694
-5,0,losatsf,0101694
-4,0,losatsf,0101694
-3,0.0385,losatsf,0101694
-2,0.0303,losatsf,0101694
-1,0.0309,losatsf,0101694
0,0.0397,losatsf,0101694
1,0.0488,losatsf,0101694
2,0.032,losatsf,0101694
3,0.0853,losatsf,0101694
4,0.1028,losatsf,0101694
5,0.0546,losatsf,0101694
6,0.3005,losatsf,0101694
7,0,losatsf,0101694
8,0,losatsf,0101694
-6,0,losatyh,0101694
-5,0,losatyh,0101694
-4,0,losatyh,0101694
-3,0.1489,losatyh,0101694
-2,0.1481,losatyh,0101694
-1,0.414,losatyh,0101694
0,0.0375,losatyh,0101694
1,0.0647,losatyh,0101694
2,0.0529,losatyh,0101694
3,0.05,losatyh,0101694
4,0.11,losatyh,0101694
5,0.1002,losatyh,0101694
6,0.0915,losatyh,0101694
7,0,losatyh,0101694
8,0,losatyh,0101694
-6,0,lssupac,0101694
-5,0,lssupac,0101694
-4,0,lssupac,0101694
-3,0.0711,lssupac,0101694
-2,0.0989,lssupac,0101694
-1,0.1027,lssupac,0101694
0,0.0331,lssupac,0101694
1,0.0583,lssupac,0101694
2,0.0456,lssupac,0101694
3,0.043,lssupac,0101694
4,0.0621,lssupac,0101694
5,0.0637,lssupac,0101694
6,0.0576,lssupac,0101694
7,0,lssupac,0101694
8,0,lssupac,0101694
-6,0,lssuplt,0101694
-5,0,lssuplt,0101694
-4,0,lssuplt,0101694
-3,0.0522,lssuplt,0101694
-2,0.042,lssuplt,0101694
-1,0.0413,lssuplt,0101694
0,0.0681,lssuplt,0101694
1,0.0617,lssuplt,0101694
2,0.0568,lssuplt,0101694
3,0.0552,lssuplt,0101694
4,0.0616,lssuplt,0101694
5,0.0783,lssuplt,0101694
6,0.0521,lssuplt,0101694
7,0,lssuplt,0101694
8,0,lssuplt,0101694
-6,0,lssupnh,0101694
-5,0,lssupnh,0101694
-4,0,lssupnh,0101694
-3,0.0769,lssupnh,0101694
-2,0.0381,lssupnh,0101694
-1,0.0993,lssupnh,0101694
0,0.0293,lssupnh,0101694
1,0.0496,lssupnh,0101694
2,0.0278,lssupnh,0101694
3,0.0352,lssupnh,0101694
4,0.0353,lssupnh,0101694
5,0.0358,lssupnh,0101694
6,0.0519,lssupnh,0101694
7,0,lssupnh,0101694
8,0,lssupnh,0101694
-6,0,lssupvl,0101694
-5,0,lssupvl,0101694
-4,0,lssupvl,0101694
-3,0.0245,lssupvl,0101694
-2,0.0312,lssupvl,0101694
-1,0.0328,lssupvl,0101694
0,0.0209,lssupvl,0101694
1,0.0183,lssupvl,0101694
2,0.0207,lssupvl,0101694
3,0.014,lssupvl,0101694
4,0.018,lssupvl,0101694
5,0.0165,lssupvl,0101694
6,0.0134,lssupvl,0101694
7,0,lssupvl,0101694
8,0,lssupvl,0101694
-6,0,ghmh,0103241
-5,0,ghmh,0103241
-4,0,ghmh,0103241
-3,0.0994,ghmh,0103241
-2,0.0629,ghmh,0103241
-1,0.1476,ghmh,0103241
0,0.0671,ghmh,0103241
1,0.136,ghmh,0103241
2,0.0882,ghmh,0103241
3,0.3151,ghmh,0103241
4,0.0388,ghmh,0103241
5,0.0131,ghmh,0103241
6,0.58,ghmh,0103241
7,0,ghmh,0103241
8,0,ghmh,0103241
-6,0,losat,0103241
-5,0,losat,0103241
-4,0,losat,0103241
-3,0.0488,losat,0103241
-2,0.0688,losat,0103241
-1,0.0624,losat,0103241
0,0.097,losat,0103241
1,0.0576,losat,0103241
2,0.1004,losat,0103241
3,0.0719,losat,0103241
4,0.0618,losat,0103241
5,0.0685,losat,0103241
6,0.1004,losat,0103241
7,0,losat,0103241
8,0,losat,0103241
-6,0,losateo,0103241
-5,0,losateo,0103241
-4,0,losateo,0103241
-3,0.0917,losateo,0103241
-2,0.048,losateo,0103241
-1,0.0613,losateo,0103241
0,0.0812,losateo,0103241
1,0.045,losateo,0103241
2,0.0991,losateo,0103241
3,0.0597,losateo,0103241
4,0.0675,losateo,0103241
5,0.0523,losateo,0103241
6,0.0966,losateo,0103241
7,0,losateo,0103241
8,0,losateo,0103241
-6,0,losatfs,0103241
-5,0,losatfs,0103241
-4,0,losatfs,0103241
-3,0.0825,losatfs,0103241
-2,0.0553,losatfs,0103241
-1,0.0706,losatfs,0103241
0,0.0908,losatfs,0103241
1,0.0709,losatfs,0103241
2,0.076,losatfs,0103241
3,0.1112,losatfs,0103241
4,0.0647,losatfs,0103241
5,0.0478,losatfs,0103241
6,0.0527,losatfs,0103241
7,0,losatfs,0103241
8,0,losatfs,0103241
-6,0,losatft,0103241
-5,0,losatft,0103241
-4,0,losatft,0103241
-3,0.3678,losatft,0103241
-2,0.0449,losatft,0103241
-1,0.0452,losatft,0103241
0,0.0917,losatft,0103241
1,0.0419,losatft,0103241
2,0.0552,losatft,0103241
3,0.0406,losatft,0103241
4,0.0586,losatft,0103241
5,0.0621,losatft,0103241
6,0.0448,losatft,0103241
7,0,losatft,0103241
8,0,losatft,0103241
-6,0,losathl,0103241
-5,0,losathl,0103241
-4,0,losathl,0103241
-3,0.2214,losathl,0103241
-2,0.0524,losathl,0103241
-1,0.0917,losathl,0103241
0,0.0378,losathl,0103241
1,0.0468,losathl,0103241
2,0.1033,losathl,0103241
3,0.0319,losathl,0103241
4,0.0313,losathl,0103241
5,0.0333,losathl,0103241
6,0.0334,losathl,0103241
7,0,losathl,0103241
8,0,losathl,0103241
-6,0,losatlc,0103241
-5,0,losatlc,0103241
-4,0,losatlc,0103241
-3,0.0343,losatlc,0103241
-2,0.0392,losatlc,0103241
-1,0.0585,losatlc,0103241
0,0.0445,losatlc,0103241
1,0.0501,losatlc,0103241
2,0.0924,losatlc,0103241
3,0.0354,losatlc,0103241
4,0.0756,losatlc,0103241
5,0.0374,losatlc,0103241
6,0.0568,losatlc,0103241
7,0,losatlc,0103241
8,0,losatlc,0103241
-6,0,losatnl,0103241
-5,0,losatnl,0103241
-4,0,losatnl,0103241
-3,0.0205,losatnl,0103241
-2,0.0251,losatnl,0103241
-1,0.0115,losatnl,0103241
0,0.0138,losatnl,0103241
1,0.0139,losatnl,0103241
2,0.0143,losatnl,0103241
3,0.0104,losatnl,0103241
4,0.0191,losatnl,0103241
5,0.0155,losatnl,0103241
6,0.0233,losatnl,0103241
7,0,losatnl,0103241
8,0,losatnl,0103241
-6,0,losatsf,0103241
-5,0,losatsf,0103241
-4,0,losatsf,0103241
-3,0.1783,losatsf,0103241
-2,0.1083,losatsf,0103241
-1,0.1669,losatsf,0103241
0,0.0664,losatsf,0103241
1,0.1675,losatsf,0103241
2,0.0804,losatsf,0103241
3,0.0762,losatsf,0103241
4,0.1791,losatsf,0103241
5,0.055,losatsf,0103241
6,0.0898,losatsf,0103241
7,0,losatsf,0103241
8,0,losatsf,0103241
-6,0,losatyh,0103241
-5,0,losatyh,0103241
-4,0,losatyh,0103241
-3,0.0343,losatyh,0103241
-2,0.0313,losatyh,0103241
-1,0.0387,losatyh,0103241
0,0.0233,losatyh,0103241
1,0.0378,losatyh,0103241
2,0.0253,losatyh,0103241
3,0.0403,losatyh,0103241
4,0.033,losatyh,0103241
5,0.0441,losatyh,0103241
6,0.028,losatyh,0103241
7,0,losatyh,0103241
8,0,losatyh,0103241
-6,0,lssupac,0103241
-5,0,lssupac,0103241
-4,0,lssupac,0103241
-3,0.2712,lssupac,0103241
-2,0.0135,lssupac,0103241
-1,0.154,lssupac,0103241
0,0.0553,lssupac,0103241
1,0.1031,lssupac,0103241
2,0.1287,lssupac,0103241
3,0.0553,lssupac,0103241
4,0.0426,lssupac,0103241
5,0.0375,lssupac,0103241
6,0.0454,lssupac,0103241
7,0,lssupac,0103241
8,0,lssupac,0103241
-6,0,lssuplt,0103241
-5,0,lssuplt,0103241
-4,0,lssuplt,0103241
-3,0.0388,lssuplt,0103241
-2,0.0239,lssuplt,0103241
-1,0.0428,lssuplt,0103241
0,0.0224,lssuplt,0103241
1,0.0357,lssuplt,0103241
2,0.0394,lssuplt,0103241
3,0.0221,lssuplt,0103241
4,0.0434,lssuplt,0103241
5,0.0268,lssuplt,0103241
6,0.031,lssuplt,0103241
7,0,lssuplt,0103241
8,0,lssuplt,0103241
-6,0,lssupnh,0103241
-5,0,lssupnh,0103241
-4,0,lssupnh,0103241
-3,0.0885,lssupnh,0103241
-2,0.0618,lssupnh,0103241
-1,0.1016,lssupnh,0103241
0,0.0439,lssupnh,0103241
1,0.1181,lssupnh,0103241
2,0.0691,lssupnh,0103241
3,0.0811,lssupnh,0103241
4,0.0601,lssupnh,0103241
5,0.0946,lssupnh,0103241
6,0.067,lssupnh,0103241
7,0,lssupnh,0103241
8,0,lssupnh,0103241
-6,0,lssupvl,0103241
-5,0,lssupvl,0103241
-4,0,lssupvl,0103241
-3,0.1185,lssupvl,0103241
-2,0.1226,lssupvl,0103241
-1,0.132,lssupvl,0103241
0,0.23,lssupvl,0103241
1,0.0766,lssupvl,0103241
2,0.1051,lssupvl,0103241
3,0.0772,lssupvl,0103241
4,0.1119,lssupvl,0103241
5,0.0639,lssupvl,0103241
6,0.1466,lssupvl,0103241
7,0,lssupvl,0103241
8,0,lssupvl,0103241
-6,0,ghmh,0103275
-5,0,ghmh,0103275
-4,0,ghmh,0103275
-3,0.0157,ghmh,0103275
-2,0.0129,ghmh,0103275
-1,0.0117,ghmh,0103275
0,0.0323,ghmh,0103275
1,0.0157,ghmh,0103275
2,0.0294,ghmh,0103275
3,0.0251,ghmh,0103275
4,0.0246,ghmh,0103275
5,0.0236,ghmh,0103275
6,0.0146,ghmh,0103275
7,0,ghmh,0103275
8,0,ghmh,0103275
-6,0,losat,0103275
-5,0,losat,0103275
-4,0,losat,0103275
-3,0.1028,losat,0103275
-2,0.0855,losat,0103275
-1,0.0926,losat,0103275
0,0.164,losat,0103275
1,0.1743,losat,0103275
2,0.7252,losat,0103275
3,0.0367,losat,0103275
4,0.2946,losat,0103275
5,0.0696,losat,0103275
6,0.2618,losat,0103275
7,0,losat,0103275
8,0,losat,0103275
-6,0,losateo,0103275
-5,0,losateo,0103275
-4,0,losateo,0103275
-3,0.0337,losateo,0103275
-2,0.0182,losateo,0103275
-1,0.0302,losateo,0103275
0,0.0312,losateo,0103275
1,0.0335,losateo,0103275
2,0.0557,losateo,0103275
3,0.016,losateo,0103275
4,0.0174,losateo,0103275
5,0.0169,losateo,0103275
6,0.0208,losateo,0103275
7,0,losateo,0103275
8,0,losateo,0103275
-6,0,losatfs,0103275
-5,0,losatfs,0103275
-4,0,losatfs,0103275
-3,0.0876,losatfs,0103275
-2,0.0521,losatfs,0103275
-1,0.2983,losatfs,0103275
0,0.1226,losatfs,0103275
1,0.1291,losatfs,0103275
2,0.1249,losatfs,0103275
3,0.0766,losatfs,0103275
4,0.0929,losatfs,0103275
5,0.0786,losatfs,0103275
6,0.0815,losatfs,0103275
7,0,losatfs,0103275
8,0,losatfs,0103275
-6,0,losatft,0103275
-5,0,losatft,0103275
-4,0,losatft,0103275
-3,0.0994,losatft,0103275
-2,0.1096,losatft,0103275
-1,0.0792,losatft,0103275
0,0.10780000000000001,losatft,0103275
1,0.2179,losatft,0103275
2,0.0695,losatft,0103275
3,0.0345,losatft,0103275
4,0.0333,losatft,0103275
5,0.0295,losatft,0103275
6,0.024,losatft,0103275
7,0,losatft,0103275
8,0,losatft,0103275
-6,0,losathl,0103275
-5,0,losathl,0103275
-4,0,losathl,0103275
-3,0.0172,losathl,0103275
-2,0.0169,losathl,0103275
-1,0.0251,losathl,0103275
0,0.0155,losathl,0103275
1,0.0396,losathl,0103275
2,0.0201,losathl,0103275
3,0.0221,losathl,0103275
4,0.0136,losathl,0103275
5,0.018,losathl,0103275
6,0.0196,losathl,0103275
7,0,losathl,0103275
8,0,losathl,0103275
-6,0,losatlc,0103275
-5,0,losatlc,0103275
-4,0,losatlc,0103275
-3,0.0176,losatlc,0103275
-2,0.0253,losatlc,0103275
-1,0.0192,losatlc,0103275
0,0.0501,losatlc,0103275
1,0.0285,losatlc,0103275
2,0.0265,losatlc,0103275
3,0.0217,losatlc,0103275
4,0.0308,losatlc,0103275
5,0.0207,losatlc,0103275
6,0.0446,losatlc,0103275
7,0,losatlc,0103275
8,0,losatlc,0103275
-6,0,losatnl,0103275
-5,0,losatnl,0103275
-4,0,losatnl,0103275
-3,0.0165,losatnl,0103275
-2,0.0198,losatnl,0103275
-1,0.0184,losatnl,0103275
0,0.0169,losatnl,0103275
1,0.039,losatnl,0103275
2,0.0138,losatnl,0103275
3,0.0308,losatnl,0103275
4,0.0207,losatnl,0103275
5,0.0132,losatnl,0103275
6,0.0188,losatnl,0103275
7,0,losatnl,0103275
8,0,losatnl,0103275
-6,0,losatsf,0103275
-5,0,losatsf,0103275
-4,0,losatsf,0103275
-3,0.0134,losatsf,0103275
-2,0.0377,losatsf,0103275
-1,0.0091,losatsf,0103275
0,0.0374,losatsf,0103275
1,0.0138,losatsf,0103275
2,0.0129,losatsf,0103275
3,0.0133,losatsf,0103275
4,0.0135,losatsf,0103275
5,0.0136,losatsf,0103275
6,0.0164,losatsf,0103275
7,0,losatsf,0103275
8,0,losatsf,0103275
-6,0,losatyh,0103275
-5,0,losatyh,0103275
-4,0,losatyh,0103275
-3,0.2746,losatyh,0103275
-2,0.1441,losatyh,0103275
-1,0.1254,losatyh,0103275
0,0.1197,losatyh,0103275
1,0.1319,losatyh,0103275
2,0.171,losatyh,0103275
3,0.4112,losatyh,0103275
4,0.0344,losatyh,0103275
5,0.0644,losatyh,0103275
6,0.083,losatyh,0103275
7,0,losatyh,0103275
8,0,losatyh,0103275
-6,0,lssupac,0103275
-5,0,lssupac,0103275
-4,0,lssupac,0103275
-3,0.059,lssupac,0103275
-2,0.0526,lssupac,0103275
